,Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
45430,45431,2037,Deep AI Dependency Era,Optimistic,Africa,Elder (65+),Postgraduate,Finance,Creative AI,15.8,25.57,71.89,65.24,57.8,64.94,55.65,67.98,81.11,66.42,67.87,69.39,30.62,65.89,54.98,Real-time language and cultural bridging; Augmented artistic expression; Improved mental health support tools; Enhanced emotional regulation through AI coaching,Creativity homogenization,Stagnant / Moderate
45431,45432,2027,AI Mainstream Adoption,Pessimistic,East Asia,Senior (51-65),Primary,Law,,11.4,19.75,56.06,76.93,68.38,72.07,60.48,56.69,97.98,64.43,55.38,75.75,31.7,72.59,51.86,Cross-domain creativity boosts; Improved accessibility for disabled individuals,Declining handwriting and manual skills; Reduced independent thinking; Memory atrophy from AI offloading,Cognitive Decline Risk
45432,45433,2026,Early AI Integration,Pessimistic,South Asia,Elder (65+),PhD/Research,Technology,,14.4,29.29,73.9,72.81,69.84,68.87,41.17,63.71,80.81,79.47,59.7,61.13,35.68,64.54,59.02,Improved creative brainstorming,Loss of deep reading habits; Privacy erosion through behavioral data,Cognitive Decline Risk
45433,45434,2035,AI-Augmented Society,Pessimistic,Europe,Young Adult (26-35),Postgraduate,Skilled Trades,Basic Assistants,21.4,41.01,67.68,56.39,57.66,63.31,38.39,67.32,70.93,46.64,53.58,49.86,44.06,60.14,44.73,,Reduced risk-taking in innovation; Job displacement anxiety; Reduced independent thinking,Cognitive Decline Risk
45434,45435,2036,Deep AI Dependency Era,Neutral,South Asia,Adult (36-50),Postgraduate,Business,,13.7,29.02,73.43,62.84,66.53,71.17,54.47,58.05,77.9,64.89,59.26,60.69,43.27,71.95,44.99,Cross-domain creativity boosts; Improved mental health support tools,Memory atrophy from AI offloading,Positive Growth
45435,45436,2061,Symbiotic Intelligence Age,Optimistic,Europe,Elder (65+),Undergraduate,Social Sciences,AGI-Adjacent Tools,29.0,57.12,68.11,84.48,90.41,73.05,93.0,80.28,69.56,78.07,67.09,78.24,59.11,76.9,70.57,Enhanced emotional regulation through AI coaching; Better data-driven decisions; Improved accessibility for disabled individuals,Reduced independent thinking,Positive Growth
45436,45437,2039,Deep AI Dependency Era,Optimistic,Oceania,Senior (51-65),Undergraduate,Law,Basic Assistants,6.1,31.91,71.3,69.62,69.44,64.08,59.56,59.43,83.2,75.51,52.59,64.21,39.72,66.62,52.39,Better data-driven decisions; Augmented artistic expression; Reduced cognitive load on repetitive tasks; Personalized learning pathways,,Positive Growth
45437,45438,2070,Symbiotic Intelligence Age,Mixed,South Asia,Adult (36-50),Undergraduate,Unemployed/Retired,AGI-Adjacent Tools,36.9,64.82,60.54,65.69,68.93,62.73,31.0,56.66,62.37,67.76,80.78,49.93,73.17,55.42,49.34,Enhanced collaborative intelligence,Over-reliance on AI outputs; Existential anxiety from AI advancement,Stagnant / Moderate
45438,45439,2073,Symbiotic Intelligence Age,Neutral,Europe,Youth (18-25),Postgraduate,Business,AGI-Adjacent Tools,44.6,78.74,69.97,57.78,68.67,72.24,61.13,77.11,59.97,71.56,78.52,57.72,69.24,61.86,42.07,Enhanced emotional regulation through AI coaching,Emotional detachment from AI mediation,Positive Growth
45439,45440,2047,Post-Singularity Transition,Optimistic,East Asia,Senior (51-65),Postgraduate,Unemployed/Retired,Creative AI,13.5,39.66,63.12,62.2,76.83,67.02,63.35,77.14,80.83,73.39,59.61,65.41,50.86,68.24,46.77,Democratized access to expertise; Increased productivity for deep work,Loss of deep reading habits; Reduced risk-taking in innovation,Positive Growth
45440,45441,2037,Deep AI Dependency Era,Mixed,East Asia,Elder (65+),Secondary,Law,,19.4,41.58,74.62,53.33,41.56,85.16,59.21,38.61,75.74,63.68,60.62,45.29,36.31,69.56,47.28,Real-time language and cultural bridging; Accelerated innovation cycles,Creativity homogenization; Existential anxiety from AI advancement,Stagnant / Moderate
45441,45442,2059,Cognitive Co-Evolution,Neutral,South Asia,Senior (51-65),Undergraduate,Healthcare,Multi-modal AI,32.1,58.16,61.29,60.07,66.33,66.35,72.2,79.33,65.12,61.98,69.95,66.3,61.07,74.23,22.16,Enhanced research capabilities; Greater scientific discovery rates,Attention span deterioration; Privacy erosion through behavioral data; Job displacement anxiety,Stagnant / Moderate
45442,45443,2064,Symbiotic Intelligence Age,Optimistic,South Asia,Young Adult (26-35),Undergraduate,Unemployed/Retired,Full AGI Integration,25.4,63.09,82.56,76.69,88.15,78.2,80.71,83.49,59.46,76.1,79.82,79.6,69.9,77.31,59.26,Enhanced research capabilities; Improved mental health support tools,Polarization through AI echo chambers; Decreased social bonding,Positive Growth
45443,45444,2057,Cognitive Co-Evolution,Mixed,North America,Adult (36-50),PhD/Research,Finance,Analytical AI,28.5,49.01,57.23,67.78,76.64,71.93,61.92,60.59,58.36,48.04,71.66,50.56,49.46,43.08,33.2,Improved accessibility for disabled individuals,Decreased social bonding; Emotional detachment from AI mediation,Stagnant / Moderate
45444,45445,2042,Post-Singularity Transition,Pessimistic,Latin America,Adult (36-50),Postgraduate,Entrepreneurship,Basic Assistants,19.8,49.26,50.76,57.71,61.55,56.78,43.26,44.94,60.59,58.47,71.79,50.3,61.99,53.95,37.41,,Reduced physical-world problem solving; Job displacement anxiety,Cognitive Decline Risk
45445,45446,2053,Cognitive Co-Evolution,Mixed,Southeast Asia,Youth (18-25),Undergraduate,Business,Creative AI,30.3,63.13,58.42,75.62,64.64,58.87,27.64,73.69,77.37,56.16,79.19,62.96,66.85,63.37,56.81,Accelerated innovation cycles; Broader knowledge access,Memory atrophy from AI offloading; Reduced physical-world problem solving,Stagnant / Moderate
45446,45447,2041,Post-Singularity Transition,Optimistic,Latin America,Adult (36-50),Secondary,Law,Basic Assistants,27.7,31.25,52.57,60.4,69.96,76.8,67.29,69.3,77.63,63.71,63.34,62.59,46.37,76.42,65.89,Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence; Faster skill acquisition,Digital addiction patterns; Reduced tolerance for ambiguity,Stagnant / Moderate
45447,45448,2050,Post-Singularity Transition,Optimistic,Southeast Asia,Elder (65+),Secondary,Engineering,Creative AI,29.3,45.56,83.33,77.17,75.27,75.2,78.19,75.48,80.51,72.79,66.61,79.12,46.27,71.92,45.39,Enhanced research capabilities; Faster skill acquisition; Improved accessibility for disabled individuals,Over-reliance on AI outputs; Polarization through AI echo chambers,Positive Growth
45448,45449,2056,Cognitive Co-Evolution,Neutral,Middle East,Young Adult (26-35),Undergraduate,Unemployed/Retired,Analytical AI,33.4,55.12,70.74,55.52,82.44,69.52,61.3,76.29,70.98,55.38,73.29,63.83,47.47,70.01,41.02,Real-time language and cultural bridging; Improved mental health support tools,Declining handwriting and manual skills; Memory atrophy from AI offloading; Reduced independent thinking,Positive Growth
45449,45450,2070,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Elder (65+),PhD/Research,Science & Research,AGI-Adjacent Tools,34.8,76.24,89.26,77.93,90.45,72.24,73.59,82.5,56.21,75.83,70.31,78.42,63.9,86.16,53.48,Faster skill acquisition; Real-time language and cultural bridging; Enhanced emotional regulation through AI coaching,Reduced tolerance for ambiguity; Declining handwriting and manual skills,Positive Growth
45450,45451,2037,Deep AI Dependency Era,Optimistic,Europe,Elder (65+),PhD/Research,Healthcare,,14.9,30.73,68.49,67.88,58.32,68.89,51.92,70.48,76.04,67.61,56.19,62.12,37.02,63.44,49.11,Improved mental health support tools; Improved creative brainstorming; Improved accessibility for disabled individuals,Declining handwriting and manual skills; Polarization through AI echo chambers,Positive Growth
45451,45452,2052,Cognitive Co-Evolution,Mixed,South Asia,Adult (36-50),Postgraduate,Finance,Multi-modal AI,31.0,50.84,51.22,55.38,68.6,64.46,30.08,49.73,68.0,57.94,60.62,73.62,52.82,68.47,31.47,Increased productivity for deep work; Accelerated innovation cycles,Declining handwriting and manual skills; Decreased self-confidence in decisions,Stagnant / Moderate
45452,45453,2026,Early AI Integration,Optimistic,Latin America,Young Adult (26-35),Undergraduate,Science & Research,,9.0,15.92,58.76,57.35,59.79,61.52,41.86,56.04,75.46,56.75,50.51,60.6,16.81,63.4,51.73,Better data-driven decisions; Cross-domain creativity boosts; Improved creative brainstorming,,Stagnant / Moderate
45453,45454,2067,Symbiotic Intelligence Age,Mixed,Southeast Asia,Adult (36-50),PhD/Research,Law,Multi-modal AI,37.7,65.64,58.12,69.41,67.93,58.17,62.03,56.89,62.74,74.34,68.36,64.53,67.97,55.31,23.81,Faster skill acquisition; Cross-domain creativity boosts; Increased productivity for deep work,Job displacement anxiety; Declining handwriting and manual skills; Over-reliance on AI outputs,Stagnant / Moderate
45454,45455,2042,Post-Singularity Transition,Pessimistic,Africa,Youth (18-25),Secondary,Business,Basic Assistants,19.0,45.32,60.51,52.42,64.13,60.62,61.85,52.43,76.47,76.55,63.54,48.56,36.91,59.78,39.14,Enhanced emotional regulation through AI coaching,Memory atrophy from AI offloading; Existential anxiety from AI advancement; Decreased self-confidence in decisions; Creativity homogenization,Cognitive Decline Risk
45455,45456,2043,Post-Singularity Transition,Mixed,South Asia,Senior (51-65),Primary,Social Sciences,Creative AI,20.9,35.75,62.72,68.11,66.06,71.74,50.63,55.89,69.42,53.02,68.56,59.74,38.52,67.82,36.15,Real-time language and cultural bridging,Decreased social bonding; Over-reliance on AI outputs; Memory atrophy from AI offloading,Stagnant / Moderate
45456,45457,2047,Post-Singularity Transition,Pessimistic,Oceania,Senior (51-65),PhD/Research,Healthcare,Creative AI,20.3,51.33,52.89,45.5,59.66,55.38,38.49,54.1,67.26,48.38,68.17,67.85,50.53,59.29,36.65,Cross-domain creativity boosts,Declining handwriting and manual skills; Skill atrophy in non-AI domains,Cognitive Decline Risk
45457,45458,2053,Cognitive Co-Evolution,Pessimistic,Latin America,Senior (51-65),Postgraduate,Unemployed/Retired,Analytical AI,23.9,57.51,54.56,45.87,63.7,47.23,37.36,50.3,67.01,64.15,68.06,54.28,64.18,55.69,39.29,,Memory atrophy from AI offloading; Digital addiction patterns; Decreased social bonding,Cognitive Decline Risk
45458,45459,2066,Symbiotic Intelligence Age,Pessimistic,South Asia,Senior (51-65),PhD/Research,Entrepreneurship,Multi-modal AI,44.3,74.1,41.18,27.85,60.53,52.51,24.95,51.47,51.51,45.06,70.73,33.73,61.73,51.82,34.3,Improved mental health support tools,Reduced physical-world problem solving; Reduced independent thinking,Cognitive Decline Risk
45459,45460,2055,Cognitive Co-Evolution,Neutral,Oceania,Youth (18-25),Primary,Skilled Trades,Multi-modal AI,25.7,51.57,72.25,64.73,71.65,62.02,52.3,64.81,62.96,62.68,57.89,76.78,49.89,42.5,75.09,Augmented artistic expression; Faster medical diagnostics; Personalized learning pathways,Declining handwriting and manual skills; Existential anxiety from AI advancement; Attention span deterioration,Positive Growth
45460,45461,2074,Symbiotic Intelligence Age,Pessimistic,Africa,Elder (65+),Primary,Creative Arts,Full AGI Integration,42.5,84.58,40.29,35.33,36.44,43.96,33.73,59.88,31.1,32.94,71.47,34.46,93.4,44.03,19.5,,Attention span deterioration; Reduced tolerance for ambiguity,Cognitive Decline Risk
45461,45462,2068,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Elder (65+),Postgraduate,Business,AGI-Adjacent Tools,34.5,70.64,73.65,81.93,82.61,82.53,87.4,89.11,70.93,85.23,70.4,83.27,67.93,84.93,70.69,Real-time language and cultural bridging; Faster medical diagnostics; Better data-driven decisions,,Positive Growth
45462,45463,2041,Post-Singularity Transition,Optimistic,Europe,Young Adult (26-35),Undergraduate,Finance,Basic Assistants,21.2,34.66,63.93,64.27,67.2,70.33,63.65,64.82,77.75,73.9,67.83,67.38,40.73,68.78,47.19,Personalized learning pathways; Faster medical diagnostics; Broader knowledge access; Accelerated innovation cycles,,Positive Growth
45463,45464,2049,Post-Singularity Transition,Optimistic,South Asia,Adult (36-50),Postgraduate,Education,Multi-modal AI,26.6,47.66,57.57,73.46,73.42,56.03,79.54,76.2,79.3,61.3,69.82,74.72,41.36,74.5,56.84,Enhanced research capabilities; Augmented artistic expression; Personalized learning pathways,,Positive Growth
45464,45465,2063,Symbiotic Intelligence Age,Pessimistic,East Asia,Senior (51-65),Primary,Finance,Full AGI Integration,47.1,77.44,49.21,53.85,42.77,39.78,37.29,48.63,34.77,54.35,74.2,54.86,81.39,34.49,32.59,Cross-domain creativity boosts,Existential anxiety from AI advancement; Over-reliance on AI outputs; Creativity homogenization; Attention span deterioration,Cognitive Decline Risk
45465,45466,2025,Early AI Integration,Neutral,South Asia,Youth (18-25),PhD/Research,Finance,,5.0,12.51,63.84,69.78,61.09,72.6,69.22,58.24,75.27,58.44,59.68,71.88,28.97,68.3,49.67,Enhanced emotional regulation through AI coaching,Emotional detachment from AI mediation,Positive Growth
45466,45467,2060,Cognitive Co-Evolution,Optimistic,South Asia,Adult (36-50),PhD/Research,Entrepreneurship,Analytical AI,30.7,63.42,82.27,80.91,81.9,73.11,82.04,82.88,67.3,74.41,61.77,82.67,66.53,80.72,62.67,Improved creative brainstorming; Democratized access to expertise,,Positive Growth
45467,45468,2071,Symbiotic Intelligence Age,Pessimistic,Europe,Adult (36-50),PhD/Research,Technology,Full AGI Integration,55.7,92.58,36.92,41.32,61.96,45.68,50.88,45.95,42.03,43.37,73.96,22.39,86.81,44.48,30.03,Optimized problem-solving frameworks,Creativity homogenization; Declining handwriting and manual skills; Loss of deep reading habits; Decreased self-confidence in decisions,Cognitive Decline Risk
45468,45469,2066,Symbiotic Intelligence Age,Mixed,Europe,Youth (18-25),PhD/Research,Business,Multi-modal AI,35.3,74.48,54.39,61.76,62.96,51.6,33.33,63.98,59.06,68.07,70.43,61.89,73.39,65.52,54.15,Improved mental health support tools,Over-reliance on AI outputs,Stagnant / Moderate
45469,45470,2032,AI-Augmented Society,Neutral,East Asia,Adult (36-50),Primary,Healthcare,Basic Assistants,5.4,19.97,60.33,59.34,66.3,63.27,59.22,71.22,75.56,60.6,61.18,57.41,26.63,51.05,54.38,Cross-domain creativity boosts; Augmented artistic expression,Existential anxiety from AI advancement; Reduced independent thinking; Over-reliance on AI outputs,Stagnant / Moderate
45470,45471,2029,AI Mainstream Adoption,Mixed,North America,Young Adult (26-35),Primary,Unemployed/Retired,Basic Assistants,5.3,24.92,66.87,54.79,54.04,76.77,59.21,59.58,88.49,67.47,67.2,53.5,31.4,74.77,66.0,Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence; Improved creative brainstorming,Privacy erosion through behavioral data; Reduced independent thinking; Emotional detachment from AI mediation,Stagnant / Moderate
45471,45472,2073,Symbiotic Intelligence Age,Mixed,South Asia,Young Adult (26-35),Postgraduate,Entrepreneurship,Full AGI Integration,39.3,84.4,58.72,62.81,57.83,59.17,67.01,53.3,58.04,69.65,71.15,54.04,90.37,67.83,27.45,Improved mental health support tools; Better data-driven decisions; Enhanced collaborative intelligence,Job displacement anxiety; Reduced risk-taking in innovation; Emotional detachment from AI mediation,Stagnant / Moderate
45472,45473,2038,Deep AI Dependency Era,Optimistic,Middle East,Senior (51-65),Undergraduate,Entrepreneurship,Creative AI,8.2,30.2,62.92,64.72,58.47,69.2,60.48,54.57,84.38,67.26,50.54,60.93,30.67,73.54,47.9,Faster skill acquisition; Personalized learning pathways; Increased productivity for deep work,Reduced physical-world problem solving; Algorithmic bias reinforcement,Stagnant / Moderate
45473,45474,2070,Symbiotic Intelligence Age,Mixed,Southeast Asia,Senior (51-65),Undergraduate,Skilled Trades,AGI-Adjacent Tools,46.4,77.11,60.7,64.36,52.24,60.04,42.46,46.38,70.42,72.64,79.72,77.34,82.91,55.96,35.89,Improved accessibility for disabled individuals; Enhanced emotional regulation through AI coaching,Over-reliance on AI outputs; Digital addiction patterns; Memory atrophy from AI offloading,Stagnant / Moderate
45474,45475,2038,Deep AI Dependency Era,Optimistic,East Asia,Elder (65+),Undergraduate,Skilled Trades,,12.7,25.82,68.31,73.7,67.18,67.01,64.04,65.49,83.12,77.62,63.46,68.8,30.57,81.33,51.0,Better data-driven decisions; Greater scientific discovery rates; Enhanced research capabilities; Augmented artistic expression,Creativity homogenization,Positive Growth
45475,45476,2032,AI-Augmented Society,Mixed,South Asia,Senior (51-65),Secondary,Science & Research,,1.8,17.2,75.45,58.7,66.4,75.27,27.46,51.59,99.48,67.98,59.74,65.16,6.73,61.64,53.06,Faster medical diagnostics; Augmented artistic expression; Improved creative brainstorming,Reduced risk-taking in innovation,Stagnant / Moderate
45476,45477,2053,Cognitive Co-Evolution,Pessimistic,South Asia,Young Adult (26-35),Undergraduate,Education,Creative AI,33.3,62.93,58.33,60.36,68.32,60.26,46.64,59.93,59.25,51.31,80.57,34.66,72.45,49.82,21.98,Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging,Attention span deterioration; Skill atrophy in non-AI domains,Cognitive Decline Risk
45477,45478,2038,Deep AI Dependency Era,Pessimistic,Latin America,Adult (36-50),Undergraduate,Education,,17.7,40.26,67.1,69.3,48.44,60.8,47.07,67.16,64.18,65.24,60.26,67.23,39.6,65.16,44.47,,Polarization through AI echo chambers; Over-reliance on AI outputs,Cognitive Decline Risk
45478,45479,2042,Post-Singularity Transition,Neutral,Middle East,Young Adult (26-35),PhD/Research,Engineering,Creative AI,22.4,35.33,57.39,62.57,74.61,67.13,48.31,61.73,74.19,56.92,61.11,65.03,45.93,63.61,54.77,Increased productivity for deep work; Improved accessibility for disabled individuals; Greater scientific discovery rates,Over-reliance on AI outputs; Polarization through AI echo chambers; Creativity homogenization,Positive Growth
45479,45480,2044,Post-Singularity Transition,Mixed,Middle East,Senior (51-65),PhD/Research,Entrepreneurship,Basic Assistants,19.3,33.38,80.47,67.95,55.66,57.96,48.45,68.11,59.53,64.34,59.06,47.04,33.11,57.51,40.98,Enhanced emotional regulation through AI coaching,Over-reliance on AI outputs,Stagnant / Moderate
45480,45481,2027,AI Mainstream Adoption,Neutral,Oceania,Elder (65+),Secondary,Engineering,Basic Assistants,16.6,12.64,69.97,57.31,57.42,67.46,54.82,64.24,75.91,62.21,48.44,64.99,18.32,58.72,47.68,Faster medical diagnostics; Enhanced collaborative intelligence; Improved mental health support tools,Polarization through AI echo chambers; Emotional detachment from AI mediation,Stagnant / Moderate
45481,45482,2048,Post-Singularity Transition,Pessimistic,South Asia,Adult (36-50),Undergraduate,Science & Research,Analytical AI,19.8,48.67,39.93,44.14,56.23,63.31,46.29,67.93,63.22,50.79,58.71,58.13,59.25,55.98,29.88,Better data-driven decisions; Democratized access to expertise,Job displacement anxiety; Memory atrophy from AI offloading; Reduced physical-world problem solving; Decreased self-confidence in decisions,Cognitive Decline Risk
45482,45483,2031,AI-Augmented Society,Optimistic,Latin America,Adult (36-50),Secondary,Law,,4.4,18.0,58.57,63.55,56.73,67.71,52.17,64.91,82.14,58.82,60.01,56.57,21.99,60.09,50.98,Broader knowledge access; Optimized problem-solving frameworks,Job displacement anxiety; Loss of deep reading habits,Stagnant / Moderate
45483,45484,2049,Post-Singularity Transition,Mixed,South Asia,Senior (51-65),Undergraduate,Skilled Trades,Creative AI,30.1,58.22,76.17,66.01,58.54,72.57,63.98,65.13,44.55,58.12,74.29,77.22,50.2,49.0,39.69,Enhanced research capabilities; Personalized learning pathways; Reduced cognitive load on repetitive tasks,Job displacement anxiety; Decreased self-confidence in decisions; Reduced physical-world problem solving,Stagnant / Moderate
45484,45485,2033,AI-Augmented Society,Optimistic,Middle East,Youth (18-25),PhD/Research,Social Sciences,Basic Assistants,11.1,26.05,60.4,73.0,59.66,68.08,63.26,60.77,85.58,70.02,62.96,62.95,32.52,68.01,57.55,Democratized access to expertise; Enhanced research capabilities; Augmented artistic expression,,Positive Growth
45485,45486,2052,Cognitive Co-Evolution,Neutral,Southeast Asia,Senior (51-65),Primary,Technology,Multi-modal AI,14.2,49.5,70.67,65.46,74.81,62.03,55.65,69.72,62.16,62.54,70.0,70.79,62.75,57.69,50.01,Reduced cognitive load on repetitive tasks; Faster medical diagnostics; Greater scientific discovery rates,Declining handwriting and manual skills; Polarization through AI echo chambers,Positive Growth
45486,45487,2075,Symbiotic Intelligence Age,Pessimistic,Africa,Young Adult (26-35),Undergraduate,Social Sciences,Full AGI Integration,52.5,98.48,43.2,42.0,47.27,42.48,33.74,48.31,30.7,35.51,92.27,51.72,95.92,52.33,20.7,,Declining handwriting and manual skills; Emotional detachment from AI mediation,Cognitive Decline Risk
45487,45488,2062,Symbiotic Intelligence Age,Pessimistic,South Asia,Senior (51-65),Postgraduate,Finance,Full AGI Integration,25.9,70.94,36.45,37.78,51.68,62.12,34.84,55.06,57.03,38.78,80.06,44.1,78.28,37.27,22.34,Real-time language and cultural bridging,Reduced physical-world problem solving; Job displacement anxiety,Cognitive Decline Risk
45488,45489,2041,Post-Singularity Transition,Neutral,Oceania,Youth (18-25),Primary,Engineering,Creative AI,18.7,34.18,68.33,57.86,64.21,70.9,53.64,69.11,71.42,61.69,64.27,57.33,35.09,69.25,59.31,Greater scientific discovery rates,Reduced independent thinking,Positive Growth
45489,45490,2030,AI Mainstream Adoption,Neutral,Africa,Young Adult (26-35),Secondary,Skilled Trades,,8.8,16.01,65.86,67.53,68.87,64.83,58.67,69.18,77.73,60.91,59.17,77.75,21.35,63.85,38.44,Faster medical diagnostics,Decreased self-confidence in decisions; Decreased social bonding; Reduced risk-taking in innovation,Positive Growth
45490,45491,2034,AI-Augmented Society,Mixed,Africa,Adult (36-50),Postgraduate,Science & Research,Creative AI,5.6,17.75,74.89,69.98,59.3,75.9,54.84,56.89,70.08,81.1,56.26,65.22,26.99,62.12,57.7,Improved mental health support tools; Democratized access to expertise,Over-reliance on AI outputs,Stagnant / Moderate
45491,45492,2050,Post-Singularity Transition,Optimistic,Southeast Asia,Elder (65+),Secondary,Science & Research,Multi-modal AI,15.2,47.01,71.51,65.94,83.91,69.25,69.61,71.42,60.82,66.34,66.56,68.99,67.04,64.5,54.42,Democratized access to expertise; Augmented artistic expression; Accelerated innovation cycles; Faster medical diagnostics,Decreased social bonding,Positive Growth
45492,45493,2039,Deep AI Dependency Era,Mixed,Africa,Youth (18-25),PhD/Research,Business,Basic Assistants,2.6,29.12,82.26,65.43,69.21,57.78,61.24,77.05,78.4,69.47,55.79,86.64,27.82,62.77,43.43,Democratized access to expertise,Attention span deterioration; Decreased social bonding,Stagnant / Moderate
45493,45494,2031,AI-Augmented Society,Mixed,Africa,Young Adult (26-35),PhD/Research,Skilled Trades,,16.2,25.83,73.57,70.38,71.98,68.65,29.32,55.87,79.45,73.04,60.53,65.76,23.17,72.31,49.81,Better data-driven decisions,Attention span deterioration; Reduced risk-taking in innovation,Stagnant / Moderate
45494,45495,2071,Symbiotic Intelligence Age,Mixed,Southeast Asia,Adult (36-50),Postgraduate,Education,AGI-Adjacent Tools,45.4,74.08,73.07,64.89,57.46,52.79,57.95,59.5,64.76,59.63,68.83,68.0,77.16,75.42,45.3,Enhanced collaborative intelligence; Optimized problem-solving frameworks,Decreased self-confidence in decisions; Emotional detachment from AI mediation; Reduced risk-taking in innovation,Stagnant / Moderate
45495,45496,2071,Symbiotic Intelligence Age,Mixed,East Asia,Senior (51-65),Postgraduate,Law,AGI-Adjacent Tools,41.8,85.27,64.61,65.97,46.56,51.43,53.62,51.62,54.21,67.83,72.69,61.25,87.49,58.78,31.14,Personalized learning pathways; Enhanced collaborative intelligence,Reduced risk-taking in innovation,Stagnant / Moderate
45496,45497,2050,Post-Singularity Transition,Neutral,Oceania,Elder (65+),Primary,Science & Research,Multi-modal AI,19.5,45.2,63.78,68.27,64.9,68.23,60.88,63.97,67.41,60.9,58.3,65.26,45.42,49.65,43.94,Enhanced research capabilities; Augmented artistic expression,Reduced risk-taking in innovation,Positive Growth
45497,45498,2055,Cognitive Co-Evolution,Optimistic,East Asia,Young Adult (26-35),Postgraduate,Engineering,Multi-modal AI,26.4,53.15,78.45,70.22,71.62,66.14,77.72,78.34,73.99,73.68,64.4,76.09,55.59,80.87,61.91,Enhanced emotional regulation through AI coaching; Greater scientific discovery rates; Accelerated innovation cycles; Improved accessibility for disabled individuals,Emotional detachment from AI mediation,Positive Growth
45498,45499,2047,Post-Singularity Transition,Neutral,Africa,Elder (65+),PhD/Research,Education,Creative AI,30.3,40.96,74.0,64.96,70.93,66.99,65.08,65.86,65.22,62.88,64.5,58.88,41.98,53.78,34.14,Democratized access to expertise; Faster skill acquisition; Improved mental health support tools,Reduced tolerance for ambiguity; Reduced risk-taking in innovation,Positive Growth
45499,45500,2049,Post-Singularity Transition,Neutral,Oceania,Elder (65+),Primary,Science & Research,Analytical AI,24.0,45.34,78.24,60.91,64.72,65.12,72.04,69.16,67.09,62.54,56.89,57.25,44.23,64.97,38.25,Real-time language and cultural bridging,Privacy erosion through behavioral data; Loss of deep reading habits,Positive Growth
45500,45501,2024,Early AI Integration,Mixed,Southeast Asia,Elder (65+),Undergraduate,Law,,11.5,14.24,67.67,61.89,78.1,81.58,47.39,64.98,81.36,67.69,62.99,46.5,35.12,64.88,49.44,Improved mental health support tools; Increased productivity for deep work,Emotional detachment from AI mediation; Reduced independent thinking; Reduced physical-world problem solving,Stagnant / Moderate
45501,45502,2040,Deep AI Dependency Era,Neutral,Europe,Young Adult (26-35),Undergraduate,Healthcare,Analytical AI,10.6,31.03,70.22,65.54,66.48,67.6,62.01,72.02,71.07,67.58,54.89,67.03,31.67,52.79,39.76,Enhanced research capabilities; Faster medical diagnostics; Improved mental health support tools,Decreased social bonding; Creativity homogenization,Positive Growth
45502,45503,2064,Symbiotic Intelligence Age,Mixed,Middle East,Senior (51-65),Primary,Law,AGI-Adjacent Tools,29.1,64.03,63.39,70.04,64.03,51.86,80.06,71.53,75.22,73.6,59.75,50.68,58.77,39.62,55.69,Improved creative brainstorming,Privacy erosion through behavioral data; Loss of deep reading habits,Stagnant / Moderate
45503,45504,2075,Symbiotic Intelligence Age,Neutral,South Asia,Young Adult (26-35),Undergraduate,Business,Full AGI Integration,37.8,80.1,74.56,66.7,63.51,63.21,75.2,83.14,53.41,62.96,78.79,39.8,76.25,64.1,36.27,Enhanced emotional regulation through AI coaching; Better data-driven decisions; Real-time language and cultural bridging,Privacy erosion through behavioral data,Positive Growth
45504,45505,2038,Deep AI Dependency Era,Pessimistic,Middle East,Youth (18-25),Postgraduate,Creative Arts,Creative AI,21.1,48.22,37.07,66.68,73.39,51.16,45.43,63.72,62.75,49.15,66.63,52.73,45.86,58.38,38.83,Accelerated innovation cycles; Broader knowledge access,Reduced physical-world problem solving; Reduced independent thinking,Cognitive Decline Risk
45505,45506,2036,Deep AI Dependency Era,Optimistic,Africa,Young Adult (26-35),Primary,Law,Basic Assistants,18.6,28.84,53.07,62.32,68.95,67.74,51.27,56.75,79.26,82.43,69.48,66.07,33.37,63.09,51.35,Faster skill acquisition; Real-time language and cultural bridging,,Stagnant / Moderate
45506,45507,2063,Symbiotic Intelligence Age,Neutral,East Asia,Youth (18-25),Primary,Technology,Multi-modal AI,33.6,66.47,68.23,63.18,76.58,69.52,72.97,65.61,62.93,56.42,65.66,62.72,65.52,52.94,35.25,Cross-domain creativity boosts,Loss of deep reading habits,Positive Growth
